,Muffat-FMG__1,Muffat-FMG__2,Muffat-FMG__1-NCM,Muffat-NPC__1,Muffat-NPC__2,Muffat-NPC__3,Muffat-NPC__4,Muffat-pMGL__1,Muffat-pMGL__2,Muffat-pMGL__31,Muffat-pMGL__32,Muffat-pMGL__4,Muffat-pMGL__5,Muffat-pMGL__1-NCM,Muffat-pMGL__2-NCM,Muffat-pMGL__3-NCM
RP11-84A14.7,0,0,0,5,2,2,2,0,4,0,0,0,0,0,0,0
CTNNBIP1,2099,1977,2636,4058,3155,3390,2527,1833,1804,2251,1567,2225,1649,2287,1896,2014
RP11-84A14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LZIC,2066,2047,2734,3521,3327,3782,3602,2118,2288,2457,1951,1911,2191,2656,2331,2563
RP11-84A14.4,11,14,11,28,25,47,51,17,18,3,12,11,7,3,4,25
NMNAT1,380,467,404,491,557,953,790,859,1113,803,704,554,585,838,966,511
RN7SKP269,1,3,1,11,3,4,7,6,8,0,8,0,3,20,0,0
RP11-84A14.6,0,0,3,2,3,1,1,0,1,0,3,0,6,0,0,0
MIR5697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-807G9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBP7,150,102,263,46,48,51,30,1852,3739,175,89,516,3025,1256,1337,165
UBE4B,2191,2204,1407,2262,1931,2058,1681,2903,2834,3654,3114,1579,2741,1993,1140,2377
RP11-496H15.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RP11-496H15.3,0,4,0,0,2,0,0,2,6,0,0,0,4,0,0,0
RNU6-828P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KIF1B,4015,5220,6625,8560,10301,10608,6351,6004,5822,8961,7133,3347,4047,9829,3382,10033
MIR1273D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
RNU6-37P,0,0,0,3,7,3,7,0,2,0,0,0,0,3,0,9
RN7SL731P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-736L20.4,0,0,3,19,29,22,21,0,8,1,0,0,6,15,0,0
RP4-736L20.5,9,0,7,0,16,6,1,2,18,0,0,0,1,0,1,6
PGD,20949,26153,41382,23755,14706,21277,22216,11058,15942,20707,18664,24361,21341,19853,37281,26938
RP4-736L20.3,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0
APITD1-CORT,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CENPS,36,111,101,155,101,265,195,85,55,71,50,31,45,224,65,40
CORT,1,7,0,7,13,3,32,0,2,7,6,3,0,4,0,3
DFFA,1134,1264,1955,2815,2384,3625,1706,1750,2356,1710,1670,1696,1276,2116,2203,1707
RP5-1113E3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEX14,590,639,994,900,616,903,950,678,621,686,682,452,447,1050,1198,664
RN7SL614P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASZ1,20,60,92,53,137,119,134,22,45,72,39,14,12,54,92,29
RP4-734G22.3,7,12,13,10,24,24,25,2,10,4,4,4,0,3,10,5
RP11-340B24.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C1orf127,325,347,316,8,2,2,0,763,900,316,229,564,556,240,600,389
CFLP6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TARDBP,2862,3192,3551,5388,4843,6799,5025,2980,3607,4552,3876,2814,3541,3953,2564,3963
RP4-635E18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASP2,0,8,8,4,13,31,7,9,4,0,0,0,0,0,4,0
RP4-635E18.8,1,4,6,28,53,24,58,5,11,4,2,0,0,14,0,2
SRM,4414,6562,7368,13019,11721,17502,13897,8063,5969,11225,12890,6812,6182,7206,5496,7719
EXOSC10,2991,2994,4482,2992,2044,2778,2015,3020,3784,3498,3056,3036,3298,2793,4439,2974
RP4-635E18.7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
RP4-635E18.6,25,34,17,57,98,123,142,19,34,28,15,24,12,5,8,15
MTOR,1191,1337,1448,1580,1042,2430,1121,1636,1619,2668,2141,1510,1261,1303,1011,1950
RP11-99P18.1,0,0,0,3,0,0,0,3,0,2,0,0,0,2,0,0
RNU6-537P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL7,0,0,0,81,17,24,0,0,77,120,18,0,0,34,0,148
RNU6-291P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-647M16.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UBIAD1,2017,1735,3269,2826,1816,2345,2406,1547,1354,1985,1866,1726,1600,1726,1840,2204
RP4-796F18.2,0,2,0,1,2,0,2,1,0,0,0,0,0,0,0,0
RP4-796F18.3,0,0,0,6,4,5,13,0,0,0,0,0,0,0,0,0
RP11-149P14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISP3,67,90,182,431,1071,1467,652,10,12,24,0,24,10,16,0,60
RP1-69M21.2,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0
RP3-330O12.5,0,1,0,3,8,4,0,0,0,1,0,0,0,0,1,0
FBXO2,60,233,1065,4109,6953,3112,2988,137,45,349,248,138,6,2865,36,297
FBXO44,955,1157,2017,2753,4574,2285,2446,599,772,1363,1131,915,354,1900,815,1954
FBXO6,3315,3067,6181,818,1057,846,800,788,701,1387,1592,4322,636,1175,7672,2832
MAD2L2,2941,2984,4225,10747,9004,6600,5755,1554,1345,2895,1996,1735,1409,2035,1455,2905
DRAXIN,103,207,509,3314,2300,1452,1295,33,135,176,72,20,4,64,18,362
AGTRAP,9579,10413,9984,4334,2144,6023,2828,5356,5344,9209,6032,9506,3820,8263,8784,10588
C1orf167,0,0,0,8,12,8,0,3,0,0,0,0,0,0,0,0
RP11-56N19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFR,2121,1866,2156,1687,1558,1548,742,2898,3413,1817,2033,2621,3474,2145,2495,1822
CLCN6,1019,1459,2496,1166,2005,1387,1579,1260,1945,1338,1101,1593,1933,1317,925,1583
NPPA-AS1,0,0,0,2,9,6,8,4,3,1,3,0,2,3,3,1
RF02156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF02157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPA,12,19,20,137,194,151,195,2,4,2,0,0,0,0,3,0
RF02158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPB,0,0,0,2,11,0,0,0,0,0,0,14,0,0,0,0
RP5-934G17.6,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0
RNU5E-1,0,1,0,5,2,1,0,0,0,0,0,0,0,0,0,0
RNU5E-4P,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KIAA2013,8142,9219,12527,2808,6291,6948,5403,7051,6545,8756,8715,9716,8469,8864,8404,8543
PLOD1,9605,12740,11789,23312,24330,17348,10967,20427,13710,19997,26059,18725,15568,13687,9110,12121
MFN2,8311,8867,9254,9374,7212,6556,6320,8976,8390,11763,11030,8574,10271,7976,7983,12145
RP5-1077B9.5,0,0,0,4,1,0,12,0,0,0,0,0,0,0,0,0
MIIP,2410,3064,5517,3586,3077,3860,2934,1868,2172,2181,2150,3150,1978,2751,4583,3073
MIR6729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
RN7SL649P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF8,38,46,4,29,55,2,32,43,60,58,144,2460,54,34,18,85
RNU6-777P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-426M1.2,0,0,0,0,6,0,2,0,0,0,1,0,0,0,0,0
MIR7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF1B,18043,17153,15511,514,338,63,43,29581,33110,18988,14629,2583,29677,12596,33100,25592
MIR4632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1118D24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF00156,2,7,4,27,19,24,7,3,3,12,6,3,0,31,6,4
VPS13D,2175,2013,1912,1497,1540,2470,1154,2546,2699,2827,2223,1998,2285,2931,1552,3281
SNORA59A,0,0,0,5,2,0,14,2,0,1,0,4,1,19,0,1
RP5-888M10.2,7,7,1,0,1,0,0,25,12,4,16,1,17,7,7,10
DHRS3,6070,5098,9198,479,2266,1565,1003,5669,6623,5452,2410,3836,7289,5977,11036,5077
RNU6ATAC18P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6730,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RP11-474O21.5,0,0,0,0,9,4,8,1,0,12,0,5,4,2,1,4
AADACL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-474O21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf158,3,0,2,18,45,414,147,243,16,17,0,7,0,478,0,20
PRAMEF12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-845O24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-845O24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL1,2,0,3,6,11,1,7,2,0,0,3,0,3,0,0,1
PRAMEF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1072P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-450I1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH17-409J4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PRAMEF25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI2-2994D6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-221M14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RP13-221M14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-221M14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-450I1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-219C24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-771P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-219C24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-219C24.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC38,6,0,12,2,14,0,0,0,0,0,6,0,0,0,0,0
RP4-597A16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-597A16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDPN,11769,10764,15008,11200,3920,6496,3407,1988,6764,40271,17240,991,825,11369,3949,35699
RNA5SP41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTA-520D8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF00564,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
PRDM2,1176,1274,1588,1453,2743,2334,1788,1472,1488,2322,2072,1131,1420,1920,1496,1938
KAZN,377,634,1405,2787,4596,8478,4554,2620,2826,4535,1916,806,429,7050,541,6325
RNU6-1265P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-344F13.1,0,0,0,7,0,0,0,2,0,0,0,0,0,4,6,0
RP4-704D23.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
RP3-410I8.1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0
TMEM51-AS1,2,4,4,8,17,21,24,9,24,30,22,30,19,0,52,50
TMEM51,3808,3439,4837,919,976,1238,952,3008,5359,2899,2090,4548,7088,4032,8064,3431
C1orf195,0,1,0,2,0,0,0,0,4,0,0,2,0,7,1,9
RP1-21O18.3,0,0,0,102,766,99,154,0,0,0,0,0,0,0,12,0
RP5-903E17.2,4,0,3,0,0,0,0,0,6,0,0,0,1,0,1,0
FHAD1,81,67,64,100,86,185,73,279,232,102,66,77,63,398,136,103
RP3-467K16.2,0,0,0,51,65,52,30,0,0,0,0,0,0,2,0,0
RP3-467K16.7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RP3-467K16.4,68,48,61,23,13,19,10,1,2,8,0,24,16,6,4,6
EFHD2,16472,22359,13652,2635,2359,2681,2952,15176,16523,14018,11814,20506,15876,9277,20326,13664
CTRC,0,0,0,0,2,14,1,0,0,0,0,2,3,0,0,0
CELA2A,0,0,0,3,18,16,3,0,2,0,0,0,0,2,0,0
CELA2B,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0
CASP9,1094,1263,1545,749,471,1204,704,1239,1194,1232,1021,1180,1184,1613,1564,1291
DNAJC16,1090,834,1465,863,632,1081,598,1165,1296,1296,1355,994,1249,1539,976,1495
SCARNA21B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-680D5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGMAT,12,42,66,64,57,49,9,54,21,23,17,6,38,21,36,2
RP4-680D5.2,0,0,0,13,19,4,0,6,0,4,0,0,1,8,16,0
RP4-680D5.3,36,29,33,46,51,30,29,33,57,24,29,31,22,52,23,28
RNU7-179P,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RP4-680D5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDI2,1449,1495,1440,648,602,926,758,928,814,969,811,934,947,845,1753,597
RSC1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-680D5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHM2,2873,4156,7177,854,1472,3325,1998,3830,5296,5460,10905,6390,2053,2274,4333,5923
RP11-288I21.1,1,22,10,6,1,1,1,11,10,11,12,7,8,18,21,2
SLC25A34,31,66,24,35,78,52,28,1,12,0,6,13,4,0,8,8
RP11-169K16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM82,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
FBLIM1,1241,740,710,1603,591,546,365,1364,1348,3898,4589,1224,1450,839,954,630
RP11-169K16.6,1,0,0,25,48,7,15,0,2,5,0,1,0,4,0,0
UQCRHL,295,340,340,836,908,988,826,213,303,392,389,355,269,345,357,276
RP11-169K16.8,8,2,4,19,20,18,30,7,0,12,4,3,0,16,9,4
RP11-169K16.9,83,121,124,703,572,1014,673,79,87,143,96,84,62,277,87,168
SPEN,488,1046,1829,1255,2334,3549,2125,1903,2993,2408,1989,917,1134,2477,3043,1750
RP1-134O19.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB17,1052,1551,2340,1533,1552,1980,1217,1157,1198,1481,1572,973,876,1847,1159,1521
RP11-5P18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-5P18.3,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0
RP11-5P18.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-5P18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf64,0,0,0,49,27,31,5,0,0,0,0,0,19,0,0,0
RP11-5P18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPB7,81,113,16,729,38,69,36,1606,1715,9443,12397,994,2315,1504,548,8433
CLCNKA,0,14,0,20,3,1,0,1,0,8,6,0,2,0,0,6
RP11-5P18.10,1,1,1,40,100,13,33,0,2,2,10,0,1,0,0,12
CLCNKB,0,0,0,64,32,8,0,16,6,85,10,24,2,0,0,24
FAM131C,3,9,24,215,459,69,122,0,5,29,26,8,13,4,18,39
EPHA2,143,101,240,2273,4720,1649,2792,799,752,2419,3029,446,445,647,422,1648
RP11-276H7.2,0,0,0,20,14,12,7,0,9,11,9,0,4,14,25,6
RP11-276H7.3,0,0,0,6,0,9,0,0,7,0,6,0,0,0,11,8
RP4-733M16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF19,86,92,293,296,118,227,213,83,137,106,305,63,103,11,180,123
ANO7P1,44,51,365,37,9,17,4,45,64,21,28,103,54,14,962,106
RSG1,140,146,262,228,197,355,175,321,183,188,153,187,161,201,205,257
MTL1,1,2,8,51,274,47,25,3,1,2,10,3,1,1,3,1
FBXO42,2326,2809,3991,2957,3127,3075,1704,2774,3239,3121,2782,3223,2995,3752,3318,3287
SZRD1,3043,3683,5057,5746,3615,4126,3763,3762,3258,4567,4878,4145,4027,3735,3733,4398
RP11-430L17.1,1,2,4,12,2,10,2,3,4,2,6,0,0,4,10,3
SPATA21,0,0,0,41,34,4,13,0,4,0,0,0,0,2,0,0
NECAP2,18475,16636,17791,6904,5931,7093,6717,12875,12815,14450,11058,17308,13741,14278,19813,13829
RP4-798A10.2,6,8,3,7,4,30,2,14,3,5,26,10,0,14,12,1
CROCCP3,19,24,9,25,39,58,17,9,62,75,55,12,34,24,54,5
RNU1-1,1,0,0,0,3,4,0,0,0,1,0,2,0,0,0,0
RP4-798A10.7,2,0,4,25,20,7,14,10,0,4,0,0,4,0,0,0
RP4-798A10.4,8,2,3,14,33,14,6,9,17,13,4,0,0,2,1,2
RP5-875O13.1,0,17,16,62,95,26,25,4,0,0,0,2,0,0,0,0
RNU1-6P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP5-875O13.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NBPF1,1852,1733,2082,2562,2138,2948,1847,1961,2279,2039,2223,969,1888,1681,1617,1628
RP5-1182A14.5,0,0,8,0,0,4,0,0,2,0,0,1,0,0,0,0
CROCCP2,111,211,265,454,803,841,1009,98,454,123,141,61,124,328,155,150
RP5-1182A14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MST1P2,0,0,0,6,43,4,0,8,5,0,0,0,16,0,0,0
RP1-163M9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-875O13.7,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2
EIF1AP1,1126,905,950,1872,1701,2049,1753,644,681,948,601,1140,826,774,604,747
ESPNP,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
RP1-163M9.7,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0
RP5-1182A14.7,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,6
CROCC,236,528,628,172,212,551,300,477,409,299,656,150,226,468,327,265
RP1-163M9.5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2
RNU1-4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
MST1L,0,0,0,4,4,0,0,0,2,0,0,2,0,4,0,0
RP11-108M9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-108M9.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIR3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-108M9.3,8,60,83,55,49,32,50,6,0,0,0,0,0,0,0,0
RNU1-5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-108M9.4,210,225,76,95,32,69,43,143,306,113,95,131,77,60,162,48
RP11-108M9.5,5,15,16,14,3,13,6,8,36,4,8,11,4,5,40,5
RNU1-2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
RP11-108M9.6,17,12,16,49,23,26,30,0,4,2,0,2,1,2,0,4
MFAP2,86,27,52,1907,704,1115,731,2508,279,2951,10079,278,4168,1200,52,431
RP1-37C10.3,0,0,0,0,2,0,3,2,0,0,2,0,3,0,0,2
ATP13A2,8422,13532,9106,4955,4416,5088,3713,7915,6264,12916,6917,5826,3351,6164,3636,6817
SDHB,9951,9857,13267,9576,7816,8129,8478,6852,8392,8085,6012,8978,7921,8243,13454,7756
PADI2,3546,2793,1849,3990,758,364,135,282,1069,2011,290,508,571,2404,7769,974
RP11-380J14.1,0,0,0,5,1,2,0,0,0,8,19,4,1,0,0,0
RP11-380J14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PADI1,0,0,0,28,40,13,6,5,12,24,32,2,0,0,0,0
PADI3,0,0,0,43,20,0,0,0,0,12,0,0,0,0,0,0
MIR3972,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
PADI4,0,0,0,18,22,5,2,0,0,0,0,0,0,0,0,0
PADI6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
RP1-20B21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCC2,5275,4376,7798,3300,2903,3170,2697,4346,3897,6287,7345,5632,6855,3386,6227,6458
ARHGEF10L,3498,4173,7616,503,956,1665,1324,5260,6135,5265,5243,5722,3843,3318,6520,6949
RP11-473A10.2,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0
ACTL8,0,1,0,10,2,6,0,0,0,0,2,0,0,0,0,0
RP11-658E23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-174G17.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IGSF21,22,108,53,962,1113,1330,1010,0,0,8,2,8,0,4,0,8
RP11-174G17.3,0,10,0,12,38,21,32,4,0,0,0,0,0,0,0,0
RP11-174G17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11-422P22.1,0,2,4,5,2,2,5,0,0,0,0,0,0,0,0,0
KLHDC7A,61,46,35,538,414,818,914,2,28,139,2,16,0,30,45,184
RP1-8B22.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
RP1-8B22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAX7,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-279N23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH4A1,2231,2805,3432,679,520,686,713,2510,2986,5879,2175,3064,2613,4470,1509,4015
MIR4695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1290,0,4,2,0,0,0,0,5,1,1,0,0,0,0,0,0
IFFO2,41,29,92,303,324,289,118,70,96,240,177,38,46,153,34,156
RP5-1126H10.2,5,0,2,4,9,41,43,2,0,15,4,0,0,16,15,0
UBR4,2252,2732,2289,1497,2365,4013,1519,2662,2873,4115,3488,3065,2729,2430,2750,3339
RP1-43E13.2,6,3,7,33,58,73,46,8,18,13,25,6,12,26,2,14
EMC1,3391,3270,4586,6447,5741,4093,3095,5806,5637,7232,7005,3970,6012,4878,4065,6066
MRTO4,780,1095,1453,4512,3706,7245,5178,1715,2352,1583,1305,1206,1251,1687,2028,1207
AKR7L,9,5,12,12,26,63,42,15,13,1,7,6,8,10,10,6
AKR7A3,52,53,34,41,33,69,72,7,32,3,0,5,4,1,8,2
RP4-657E11.10,6,2,23,32,41,70,22,29,16,17,18,5,6,13,6,7
AKR7A2,7506,7678,6259,6813,5945,5673,4501,9756,9235,7985,4976,6304,10930,9838,6134,6436
RNU6-1099P,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
PQLC2,2532,2642,3149,1322,893,1862,1886,2162,2524,2302,2286,2292,2835,1993,3135,2106
CAPZB,20248,17235,12536,12877,8975,11764,8887,30026,33406,31610,20009,24862,40317,18035,20568,19382
RN7SL277P,0,0,0,2,0,0,0,3,10,11,0,0,0,0,0,0
RNU4-28P,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1056L3.1,0,0,1,2,5,1,3,0,0,0,0,0,0,1,2,1
MINOS1,929,1027,777,1110,1066,1860,1181,1049,1294,1605,1309,1273,1094,1386,947,1191
NBL1,3038,2623,1547,3234,832,1129,527,6303,4312,29936,20871,3911,8708,3943,1627,19046
MINOS1-NBL1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP5-1056L3.3,10,14,5,22,15,30,5,9,10,8,18,3,14,4,5,6
HTR6,0,0,0,0,0,0,0,2,10,5,1,0,2,0,0,4
TMCO4,917,1152,1657,424,75,219,9,786,1013,949,999,1583,884,621,1897,844
RNF186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-91K11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTUD3,82,128,139,223,366,367,251,127,89,162,260,62,89,214,33,224
PLA2G2E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL304P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,14,0,0,70,0,2,18,0,14,0,0,0
PLA2G5,56,62,272,40,71,298,183,117,52,56,6,0,0,445,61,27
PLA2G2D,143887,142531,24875,10,4,2,0,239,21,3063,1310,8159,13,30,2190,982
PLA2G2F,0,4,12,8,6,0,1,0,0,0,0,0,0,0,0,0
RP3-340N1.2,0,0,11,3,2,2,29,0,0,0,0,0,0,0,8,0
PLA2G2C,0,0,0,4,14,12,0,6,12,6,0,2,4,34,4,0
RP3-340N1.5,9,2,4,88,36,152,80,51,41,10,2,12,0,195,29,4
UBXN10,166,170,394,684,247,1020,579,1599,477,231,53,32,0,2883,210,74
RP3-340N1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-340N1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA5B1,0,14,22,45,9,84,0,42,11,20,15,0,0,64,0,10
RP4-745E8.2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
RP4-749H3.1,11,45,95,102,53,90,43,4,18,7,0,0,14,25,10,3
RP4-749H3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-749H3.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
RP4-749H3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
